"user.assessmentUid","runId","user.grade","b-3-4-4","b-3-4-11","b-3-4-17","a-3-4-19","a-3-4-12","b-3-4-10","b-3-4-20","b-5-6-9","a-5-6-15","a-3-4-13","b-3-4-18","b-3-4-8","b-5-6-1","b-3-4-9","b-3-4-1","b-3-4-14","b-3-4-7","b-3-4-13","b-3-4-2","b-3-4-6","b-3-4-19","a-5-6-3","a-5-6-16","b-3-4-5","b-5-6-17","b-3-4-15","b-3-4-16","b-3-4-12","b-3-4-3","b-5-6-12","a-3-4-17","a-5-6-17","a-3-4-14","b-5-6-11","b-5-6-16","a-5-6-5","a-3-4-4","a-5-6-20","a-5-6-4","a-3-4-2","a-3-4-9","b-5-6-4","a-5-6-12","b-5-6-20","b-5-6-8","b-5-6-13","a-5-6-11","b-5-6-10","a-5-6-14","a-3-4-15","a-3-4-6","a-3-4-7","b-5-6-18","a-5-6-8","a-3-4-5","a-3-4-8","b-5-6-6","b-5-6-3","a-3-4-16","a-3-4-11","b-5-6-2","a-5-6-9","a-5-6-6","a-5-6-1","a-5-6-13","b-5-6-5","b-5-6-15","b-5-6-14","a-5-6-18","a-3-4-3","a-5-6-19","a-3-4-1","a-5-6-7","a-5-6-10","a-3-4-10","a-3-4-20","b-5-6-7","a-3-4-18","a-5-6-2","b-5-6-19","b-5-6-19m"
"kfQ2t30BEzOJz6A3GyQrk6P5iJr1","hQyK9ZdNqd6N0298w3Eq","7",".",".",".","1","1",".","1",".",".",".","0",".",".","0",".","0","1",".",".",".","0","0",".",".","0","1",".","1",".","1","1","0",".",".","0",".",".",".",".",".","1",".",".",".",".",".","1",".",".",".","1","1",".","0","1",".",".","0",".",".",".",".","1",".","0","0",".",".","0",".",".",".","0",".",".",".","0",".","0",".","."
"bL893L9JBuRDtSOoeE6hZoJI0sN2","gTn822GaMB9xzxsiCxC0","4",".",".",".",".",".",".",".",".",".","1","0","1",".",".","0",".",".",".",".","1","0",".","0","1",".","1",".","0",".",".",".",".",".","1","0",".",".","0",".",".",".","0","0",".",".","0","0",".",".",".","1","1",".","0",".",".",".","0",".",".",".",".",".","0",".","1",".",".",".",".","1","0","0","0","0",".",".","0",".",".","1"
"t1ClD0pIDngOpZIMptRgJsL7Ki13","63CHWXVfARfhoAs0b1Tr","7",".",".",".","0",".","0",".",".",".","1",".",".",".",".","1","0","0",".",".",".","0",".","1",".",".",".","0","0",".",".",".",".","1",".",".",".",".",".","0",".",".",".",".",".",".",".","0",".",".",".",".",".","0",".",".",".",".","0",".",".",".",".",".",".",".","1",".",".",".",".",".","0",".",".","1",".",".",".","1",".","0"
"lMxXo2uQlLUlSKFPPrea7B1Ymlz1","YN7BvtMg8LtUEduKn82P","7",".","1",".","0","1","1",".",".","1",".","0","1","1",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".","1","1",".","1",".",".",".","0","0","0",".",".","1","0","1",".","1",".",".",".",".",".",".",".",".",".",".",".","1","0","1",".",".",".",".","1","1",".",".",".",".",".",".",".","1"
"OB4Tqicd0kRY7mYOSJmLWCBniLn2","8imlAoiC4Vj6pD5ndewX","8",".","1",".",".","0",".",".","1",".",".",".","1",".",".",".",".",".",".","1",".","1","0",".",".",".","1",".","1","1",".","1","1",".",".",".",".","1","1","1","1","1",".",".","0",".",".",".","1",".",".",".","1","1",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".","1","1","1","1",".",".","1",".","1","1","1",".","."
"rDzIkKCJD2XoGYW4zLugw78a08A3","n3cLPp1EJO9DyWHhwnVu","6","1",".","1",".",".","1","0",".",".",".",".",".","0","0","0",".",".","0",".",".",".","0",".","0","0",".",".","0",".",".",".",".",".","1",".","0",".",".",".",".","0",".",".",".",".",".",".","0","1",".","1",".",".",".",".",".",".","0",".","1","0","0",".","1",".",".",".","0","0",".",".","0","0","0",".",".",".",".","0",".","0"
"3N2s5aK8zfhp73uNKFMF11AP4Ww1","RLQqwciwALbzD5UgAjiG","10",".",".","1","0",".","1","1",".",".","1",".",".",".",".","1",".",".","1",".","1",".",".","0",".",".",".","0",".",".","0",".",".","0","0",".",".","0","1",".","1",".",".","0",".",".",".",".","0","1","0",".","0",".","1",".",".","1",".","1",".",".",".",".",".",".",".",".","0","0",".",".",".",".","1",".","1",".","1","0",".","."
"NB5QDm4qKOgE08EtiMpoYJWoExC3","TwyQhPtLLJJjBDG2qEe4","6",".","1",".",".","0",".",".","0","1","0",".","1","1",".",".",".",".","1",".",".",".","0",".","1","1",".",".",".",".",".",".",".",".",".",".",".",".","1",".","1",".","1",".",".","1",".",".","0",".",".",".",".","0",".","1","1","0",".","1",".",".","1",".","1",".","1",".",".",".","1","1",".",".",".","1","1","0","1",".",".","."
"28Q9jFWRhrgTPvedSUtEyClD3lM2","6UMVkEwYXQEi4sy8yVtz","4",".",".",".",".",".","1",".","1",".",".","1","1",".",".",".",".","1",".",".",".","1",".","1",".",".",".",".",".",".",".",".",".","1","0",".",".",".",".","1",".",".",".",".","0",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".","1",".","1",".",".",".",".",".","."
"baAi5EElssVTr1mqllqt8cMzFBz2","DhWOE6soG0NfiCOracy8","8",".",".",".",".",".",".","0",".",".","1",".","1",".",".","1","1",".","0",".",".","0",".",".",".",".",".",".","1",".","1",".",".",".","0","1",".",".",".","1",".",".",".","0","0","0","0","1",".",".",".",".",".",".",".",".","1","1","1","1","1",".","1","0",".","0","1",".",".",".","1","1",".",".",".",".","1",".",".",".",".","1"
"5wzOhYC9TleK8ZbVwkU6nQrXZmm1","0jvLFwIXXgwzgCdP0BNn","6",".",".",".","1",".",".",".",".","1",".",".","1","0","1",".",".",".",".","1",".",".",".",".",".","1",".","1",".",".",".","1",".",".",".",".","0",".",".",".",".",".",".","1",".","0","1","1","1","1","1","1",".","1",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".","1",".",".","1","1","0","1","1","0","1","1",".","1"
"fG5TdTR1LPgcCk2uuqyyNMTANCM2","eulo9uE2PQZqMC6PgPoO","9","0",".",".",".",".",".",".",".",".",".",".",".",".","1",".","1","1",".","0","1",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".","1","1",".",".",".",".",".",".",".",".","0","1","1",".",".",".",".",".",".","1",".","0",".",".",".",".",".",".",".","0",".","1",".",".","1",".",".",".",".",".",".",".",".",".","0"
"ISGVo9g5S2c9hEGZ3f2uNvAlf0n2","lYY7xt9G0SnuUYg3gjvq","7","0",".",".",".","0","1",".","0",".",".","0","1",".","1",".",".",".",".","1",".",".","1",".","1",".",".",".",".","1","1","0","1",".",".",".","0",".",".",".","1",".",".",".","0",".",".","1",".",".","0","1",".","1","1","1",".",".",".",".",".",".","0",".",".",".",".",".",".","1",".","1","1",".",".","1","1","0",".",".",".","."
"KHkrLXDWu3PXQaGDQ8MSrh48hka2","TBseZVjgOBjGvrn0INq2","11","1",".","1",".","0",".","1",".","0",".","0",".","0",".","1",".",".",".","0",".",".","0",".","0",".",".",".",".",".",".",".",".",".",".","0","0",".","1",".",".","0",".",".",".","0","1",".",".",".","0",".",".",".","1","1","0",".",".","0","1",".",".","1",".",".","1","0","1",".",".","0",".","1",".",".",".","0",".",".",".","."
"U1nz0YD9GZNVK5DAxBiO1FuqbZx1","lC3V6nMOctcD8Fs4gyyp","8","0",".",".",".",".",".",".","0",".",".",".","0",".","1",".",".","1","0",".",".","0",".",".",".",".","1",".","0",".","0","1","0","1","0",".",".",".",".",".","1",".",".",".","0","0","0","0","0",".","0",".","0",".","1",".","1",".",".",".",".",".",".","0",".",".",".","1",".",".",".",".","0",".","1","1",".","0",".",".",".","."
"BqGqf4JugwaSRbWl2G4YUmhOBQU2","06dBdBJUDGzFQwWCtkMx","7","0","1",".",".",".",".",".",".",".","0",".",".",".","1","1","1","1",".",".",".","1",".",".","1","1",".",".","0","0","0",".",".",".","0","0","0","1",".",".","1","1",".",".",".",".","1",".",".","1","1","1",".",".","1",".","1",".",".",".",".",".",".","1",".",".","1",".",".",".",".",".","1",".",".",".",".","1","1",".",".","."
"FqUhWNBR4Eh5VegSrH0VfcE7QZz2","mGjuPr8etTsF32L9XHOf","10",".",".","0",".",".",".","0",".","0",".",".","1","0",".","1","1",".",".",".",".","0",".","1",".",".","1","0","1",".",".",".","0","1",".",".","0",".",".",".",".","1",".",".","1",".",".",".","1","1",".",".","1",".",".","0",".",".",".","0",".",".",".",".",".",".",".",".","0",".",".",".",".",".","1",".","1","1","1","1",".","1"
"kPnMhK4lk0MPyXITWYnPrIudfbk1","VA31F4Ndru364ent7ZHB","7",".",".","1",".",".",".","1","1",".","1",".",".",".",".","1",".",".",".","1","1","1",".",".","0",".",".",".",".","1",".","1","1",".",".",".","1","1",".","1",".",".","1",".","1",".",".",".","1","1","1",".","1",".","1",".",".",".","1",".",".","1","1","1","1","0","1",".",".",".",".",".",".",".",".",".",".",".","1",".",".","."
"vIKN9GytlyOdbin5CXBq308ykqr2","4mG6dsZ3fT9b195PoGyA","4","1",".",".",".",".",".","1",".","1",".","1",".",".",".",".","1",".",".",".",".",".",".",".",".","0",".",".","0",".","0","1",".","0",".",".",".","0","1",".","1","1",".","0",".","0","1",".",".","0",".","1","1","0","1",".","1","0","1",".",".",".",".",".",".",".","0",".",".",".",".",".",".","1","0",".",".","1","1",".",".","."
"fKzjSZrJO2dfinqQRvVVarEjVIS2","tywZ4n6IfvXBMC36x4kP","5",".",".","1",".",".","1",".",".","1",".",".",".",".","0",".",".",".","0","1",".","1",".","1",".",".","1",".",".",".",".","0",".",".","0","1",".",".",".",".",".","1","1",".","0","0","1","1",".",".","1",".",".",".","0",".",".","1","1",".",".","1",".","1","1",".",".",".","0",".","1",".","1",".","0",".",".",".",".","1",".","."
"tgHSDXElfdaxSHCPdr7y7fbSRBz2","zdm8ddhk9BGKTlZyrD5a","6","1",".","0",".","0",".",".","0",".",".",".",".","0",".","1","1",".",".","1","0","1",".",".","0",".",".",".",".",".",".","1","0","0",".",".","1","0",".",".",".",".",".",".","1",".","0",".","1",".",".","0",".",".",".",".",".","0",".",".",".",".",".",".",".",".","1",".","1",".","1",".",".",".","0","1","1",".","0","1",".","1"
"8y1ESMbnXwUCHd9oXzKOtKBXqvc2","hH2yd7wnlp1euFpWRbeh","4","0",".",".",".",".",".","0",".",".",".","0","1",".",".","1","1",".",".","1","1","0","0","0",".",".",".",".","0",".",".",".",".",".",".","0",".",".",".","1",".",".","1",".","0",".",".",".","0",".",".","1","1",".",".","0",".",".","0","0",".",".","1",".","0",".","0",".",".","0",".",".",".","0",".","0",".","1","0",".",".","."
"R9LEjuPtiRdL5Gb39yq2rjBfiKm1","wVgqaV50SUY41QLERo6A","7",".",".",".",".","0","1",".",".","1",".",".",".","1","0",".","1",".",".","1",".",".","0",".",".",".","1","1",".",".","1",".",".","1","0","1","0",".",".",".",".","1","1",".",".",".",".","1",".",".","0",".","0",".",".","0",".",".",".","0","1",".","1","1",".",".","1",".",".",".",".",".","1","1",".",".","1",".",".","0",".","."
"p6ufTO3XkrfxwJKYDgRljk6foZ12","KhB25hk3bSsd0Kcvd4L1","5",".","1","1","1",".","1",".",".",".",".",".","0",".","1","1","1","1","1",".",".",".",".","1",".","1",".","1",".",".",".","1",".",".",".",".",".",".",".",".",".",".","1",".","1","0",".",".",".",".",".",".",".","1","1",".","1",".","1",".",".",".",".",".","1","0",".",".","1",".","1","1","1","1",".",".",".","1",".","1",".","."
"k4fPQP0Mo3c4yCUxzrsHaFI4teG2","WyOHQAKnTH26OcEHpvWB","3",".","1",".",".",".",".",".",".",".",".",".","1",".",".","1","1","1",".","1",".",".",".","0",".",".","1","0",".","0",".",".",".","1",".","1",".","1",".",".",".","1",".","1","1",".",".",".",".","1",".","1","1",".","1",".","1","1","1",".",".",".",".","1","1",".","1",".",".",".",".","1",".","0",".",".","1",".",".",".","1","."
"xfr5YfiIVBc64a5of5BP7M4qOfr2","rafvJTUjsQo5BElReMIm","5","0",".",".",".","0",".",".",".",".",".","1",".",".","0","1",".",".","0","1","0",".","1",".","1","0","1","0","1","1","1",".",".",".",".",".",".",".",".",".",".",".",".","1","0",".",".","0","0",".","0",".",".",".",".",".","1","0",".","0",".",".","1",".",".",".","1",".",".","1","1","1",".",".",".",".",".",".",".","0",".","."
"jauj5MGJLIM2XaCTOT51DRKtZ7E3","JQQktHixqP9tZbdueQ1H","3","1","0",".",".",".","0",".","0","1",".",".",".","1",".",".",".",".","0","0",".",".",".","1",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".","1","1",".",".","1",".","0",".",".","0",".","0",".",".",".",".",".","0",".","0",".",".",".",".",".",".",".","0",".",".",".","."
"gIWmIS3HEsShltD7McwBeYrkwsu2","fVn6Imlg9ryoGU6SUqDX","7","1","1",".",".","0",".",".","1","0","1",".",".",".",".",".","0","1","1",".","1","0",".",".","1","1","1",".",".",".",".","0","0",".",".",".","0",".","1",".",".",".",".",".","0",".",".","1",".","1",".",".","0","0","1","1",".",".","1",".",".",".",".",".","1","1",".",".",".",".",".",".","1",".",".",".",".","0",".",".",".","."
"vs2kCzyFCQd4gbTlFuEGEDoRnYD3","Z13TfPl5AXTFTmI1LDHH","7","1","1",".","0",".",".",".",".","1","1",".",".",".",".","0","1",".","1","1",".",".",".",".",".",".",".","1","1",".","0","1",".",".",".",".",".",".","1","1","1",".",".",".",".",".","1","1",".","1",".",".",".",".","1","1",".",".",".","1",".","1","0",".",".","0","1",".","0","0","1","1",".",".",".",".",".",".",".",".",".","."
"70et1Scg2yfil4SgRZ6FHTFaEwN2","h6IpJu3W9WBDk0s5kjF7","7","1",".","1",".",".","1",".","0",".",".","0","0",".","0","1","0",".",".",".",".","0",".",".",".","0",".",".","0",".",".","0","1",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".","0",".",".","0",".",".","1",".","1",".","1","1","1",".","1","1","0","0","0",".",".",".","0","0",".",".",".",".",".",".",".",".","0"
"yWPa0FC9MbadiCxA4AWmeeVEk873","73HI8G9uK42qeAlPeFoZ","9",".",".","1","1",".",".","1",".",".","0","0",".",".","0","0",".",".",".","0","0",".",".","1",".","0",".",".",".",".",".","0",".","0",".",".",".",".",".",".",".",".",".","1","0","1","1","0","0",".","0",".","0","0",".","1",".","0","1","0",".",".","0",".",".","0","0",".",".",".",".",".",".",".",".","0",".",".",".",".",".","."
"wpBrRshHHZQgn4O7Z0xEaoc1uEX2","NDjXyDQ2q5sMMT7dzp8m","5",".","1",".",".",".",".",".",".","0","0","1","1",".","1","1","1",".",".","1","1","1",".",".",".",".",".","0",".",".",".","1",".","1",".","1",".","1","1",".",".",".","1",".","1",".",".",".","1",".",".",".","1",".","1",".",".",".",".",".",".",".","0",".",".",".","1",".",".","1","1","1",".",".",".","1","1",".",".",".",".","1"
"Yht3sC7Ax5bJLBLf4FCrtGxTSO52","N0IuP2BLihUEAPnUbFxY","11",".","1","1",".","0",".",".",".","1","1",".","1",".",".",".",".",".",".",".",".","0",".","1",".","1",".",".",".",".",".",".","1","1",".",".",".","1","1","1","1",".","1","1","0",".",".","1","0",".",".",".","1",".","1",".",".",".",".",".",".","1",".","0",".",".","1","1",".",".",".",".",".","1","0",".","1",".",".","0",".","."
"OQ3OMwaSg6d5h2Hnt2mRWYjd1Wk1","A6hnJo9NRX6enX2Q6z3K","8","1",".",".","1",".",".",".","0",".",".",".","1",".",".",".",".","1",".","1","0",".",".","1","1","1",".",".","0","1",".",".",".",".",".",".","1","1",".",".","1",".",".","1","1","0",".",".","1",".",".",".",".","1","1","1",".",".","1",".",".","1",".",".",".","1",".",".",".",".",".",".","1",".",".","1",".","0","1",".",".","1"
"x3kBSrAWBfa5gi1fxk3qrw1j4f93","y5MUy1t1LxnDXqZp79L2","6","0",".",".",".","0",".","1",".",".","1",".","0","0",".","1",".","1",".","1",".",".",".",".",".",".","0",".","1",".",".",".",".",".","0","1",".","1",".",".",".",".",".","1","1",".","1",".",".",".","1","1","0",".",".","1",".",".",".",".","1","0","1","0","1","0",".",".",".","1",".",".",".",".",".","0",".",".",".",".",".","0"
"xVgLN6jZ2DfG9Ajf7AehWDW8QO93","DrcYoKl0i9rZ8Grm6ZtG","6","1",".",".","1",".",".","1",".","1",".",".","1",".","1",".","0","1",".",".","1","1",".",".","1","0","1",".",".","0",".",".",".",".",".",".","0",".",".",".",".",".","1","1",".",".",".","1","1","1",".",".","1",".","1",".",".",".","0","1","1",".",".",".",".",".",".",".",".","1","1","1","1","1",".",".",".",".",".",".",".","."
"bwado7C8aTTtvgKaCIT3KeykPlG2","1K5xIFum5uENNXjKxEuX","7","1",".",".","0","0","1",".",".","1",".",".",".",".",".",".",".","1","1","1",".","1",".",".","1",".","1",".",".","1",".",".","1",".",".","1",".",".",".","1",".",".","1",".",".",".",".","1","1",".",".",".",".","0",".",".","1",".",".",".","1",".","1",".","1","1","0","0","1",".",".",".",".",".","1",".",".",".","0","0",".","."
"M3ux41QDPeXF8HtkF7XXj1XlqXT2","1QQslN4n1CUMzJeIQ6tK","5",".",".","0",".","1","0","1",".",".","0",".","0",".",".",".",".","1",".",".","0","0","0",".",".","0",".",".","1",".","1","0",".",".","0",".",".",".",".","1",".","0","0","0",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".","0",".","0",".","0","0","0",".",".",".",".",".","0","0","0",".","1"
"CxJ0iPSp8EdcEXZNwQKiVF4OyoA3","AS7CVXU2VdzB0XfOvOQI","9",".",".",".","0",".",".","0",".",".","1",".",".",".",".",".",".",".","0","1","0",".","0",".","1",".","1",".",".",".","0",".",".",".","1",".",".",".","1",".","0","1","0","1",".",".","0",".","0",".",".",".","1","0",".",".","0","0",".","1",".",".",".","1",".",".",".","1","1",".",".","1",".","1",".",".","1",".","1",".",".","."
"o7VzN7Y3EoWjQXO9AMkwCIxGElm2","tTGBGMeVgi8XunYMjXJ0","4",".","0",".",".",".",".",".",".","1","1",".","1",".","1","0","0","1",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".","1","0","1",".",".",".",".",".",".",".","0","0","0",".",".",".","1",".",".","1",".",".",".","1",".","0",".","1",".",".",".",".",".",".","1",".","1","1","1",".","1","0","1","0","0","1",".",".","."
"etvBMqkcvThthcSXai9Tv7mSJAo1","2GJ6RTqu5wjKZlTp9bZj","6","1","0",".",".","0",".",".",".",".",".",".",".",".",".",".",".","0",".","1","1",".","0",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".","1","1","1",".",".",".",".","0",".",".",".",".","0",".",".",".",".",".","1",".","1","1","1",".",".",".",".","1",".",".",".",".",".",".",".","1","0","1","1","0",".",".",".","."
"jPHL5XW4VAfL5ZQBLg3orQECmuk1","SKvwqTHj292iJbSQ2M1P","3","0",".",".",".","0",".",".",".","1","0","1",".",".",".",".",".",".",".",".",".","0","1",".",".","0",".","1",".",".","1",".",".","0","1","1",".",".","0",".","0",".",".",".",".",".",".","0",".",".","0","0","1","0","1",".","1",".",".",".",".","0","1",".","0",".","1",".","0",".","0",".",".",".",".",".","0",".",".","0",".","."
"SQqYPNxa5JUkeDDksE0tVytAfjE2","pUPAfiMKoVVza4L7RkwA","4",".",".",".",".",".",".",".",".",".",".",".",".","1",".",".","1","1","0","1",".",".",".","0",".",".",".",".",".","0","0","1",".","1",".",".","1","0",".",".",".","1","1",".",".",".","0",".",".","1",".","1","1","1",".",".",".",".",".",".",".",".",".","1",".",".","1",".",".",".",".","1",".","1",".",".","1","0","0",".",".","1"
"VqAM2q4BoQXArkPYw68U150wc8B3","fGvKJ3l9eqyPYbPgCtLX","6","1",".",".","0",".","1",".",".",".",".","1","0",".","0",".","0","1",".",".","1","0",".","1",".",".","1",".","1",".",".","0",".",".","0",".",".","1",".","1",".",".",".",".",".",".",".","1",".",".",".","1","1",".",".",".",".",".","1",".","1","1",".","1",".","1",".",".",".","1",".",".",".",".","1","1",".","0",".",".",".","1"
"NtRGUuGLB8gJ7WGnvKjsUpLk6YV2","4Xp2RROTzrRhcUVXzseP","11",".",".","1",".","0",".",".","0","1",".","1","1",".",".",".",".","0",".",".",".","0",".","1","1","1",".","0",".",".",".",".",".",".",".",".","0",".",".","1",".","1","0",".",".",".",".",".",".","1",".","1","0",".",".","1",".",".",".",".",".","1","0","1",".",".","1",".","1",".",".","1",".","1",".","1",".","1",".","0",".","."
"DfGQBHC3r8WixphHGmgb9qiNuCG2","ZjYfcZdluQ0zYFLhh517","5",".",".","1",".",".",".","0","0",".",".",".",".",".","0",".",".",".",".","1","0","0",".",".",".",".",".","1",".",".",".","0",".",".",".",".","0","0","0",".","0",".","0",".",".",".","1","0","0",".",".","0",".","0","1",".",".","0",".",".",".",".",".","0","1","0","0",".","1",".","0","1",".",".",".","0","0",".",".",".",".","."
"opXvLyZ9Xsca28kCXajXBinZmIg1","0PO4SHZjyfA4zmFIJp0i","6",".","1",".","1","0",".","1","0",".","0","0",".",".","0",".","0","1",".","1",".","1",".","0","0",".",".","0",".",".","0","0","0","1",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".","0",".","1",".","1",".","0",".",".",".",".","0",".",".","0",".",".",".","1",".",".",".","1","1",".",".",".",".",".",".",".",".","0"
"38ukKTbhxSdnglF8TEFBrw5R5573","NhlqV3VDPmViYRjZn8an","7","1",".",".","0",".","1",".","0",".",".",".","0",".","0","1",".",".",".",".","0",".",".",".",".",".",".",".",".","1","0",".",".",".","1","0",".","1","1",".","0",".","0",".","0","1","1",".",".","0",".",".",".","0",".",".",".",".",".","1",".",".","0","1",".",".","0",".",".","1",".",".",".","0",".","1",".",".",".","1",".","1"
"9pTJU6gPaUNCWvIiymqPMFllDZp2","Uo9kKdo7yMztB7N5EmBm","5","0",".",".","0",".","0","1",".",".","0",".",".","0",".",".",".",".","1",".","1",".","1","1",".","1","1",".","1","1",".",".",".","1",".",".","0",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".","1",".","1",".","1",".","1",".","1","0",".",".",".",".",".",".",".","1",".","1","0",".",".","1",".","0",".","0",".","0"
"XCTG5xtnUJSlxpX2UrPOYQc8e9B3","2DPpOlhhTgh1NLkfbTUk","5","0","1",".","1",".","1",".",".","1",".",".","1",".","1",".",".","1","1","1","1",".",".",".","1",".",".",".","1",".",".",".","1","0",".",".",".","1",".",".","1","1",".",".","1",".",".","1",".",".",".",".","1",".","1",".",".",".","1","1",".","1","0",".",".",".","1",".",".",".",".","1","0",".",".",".","1",".",".",".",".","."
"d8GLs0TYTebIXxno1v96rksMAwn2","CTkv1lpVaOij0Q7AqMY3","8",".",".","1","1","0",".","0",".","0","0",".","0",".",".",".",".",".",".","0",".","0",".","0",".",".","0",".",".",".",".",".","1",".",".",".",".",".",".","1","1","0",".",".","1",".",".","0",".",".",".","0","0",".","0",".",".","0","0",".","0",".",".","1",".","0",".",".","0","1",".","0",".",".",".",".","0",".","0",".",".","."
"GGC2qEOwancprdkTWea7SnDiAeX2","XJVILRZgKat5HPnGdHII","6",".",".","0",".","0",".",".","0",".",".","1",".","0",".",".",".",".","0",".","0","0",".",".",".","0",".",".","1",".",".","1","1",".","1","0","0",".",".",".",".","1",".","1",".",".",".",".",".",".",".","0",".",".",".",".","1",".","0","1","0",".",".",".",".",".",".",".","0","0",".","1","1",".",".","1","1","0",".","0",".","."
"TlhQKYEsYwVr6ld5XwneO4y4LJI2","tqXUMHpdrOVoWVo0W1cS","2",".","1","1",".",".",".","1",".",".",".",".","0","0",".","0",".",".","0","0","0",".",".",".",".","0",".",".",".","0",".","1",".","0",".",".",".",".",".","0","0","0",".","0",".","0",".",".","1","0",".",".",".","0",".","0",".",".",".",".",".",".","0",".","0",".","0",".",".","0",".","0",".","0",".",".",".",".","0",".",".","0"
"k06eZ2UKq4dW8LOnNm5YmGuKaW72","yARQBbeMvHZeJkevg7M4","6",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".","1",".","0","1",".",".",".",".",".","0","1",".",".",".",".",".",".",".","1","1",".",".",".","1",".",".","0",".","1",".",".",".",".",".",".",".",".","1",".","0",".",".",".",".","1",".","1",".",".","1","0",".","1",".",".",".",".",".",".","0",".",".",".","0"
"Y2K3Rz1iOTSStDJjV8PgUdBt2Pm2","SW4VdEuwKP3oOUfJ3gMz","3",".","1",".",".","0",".",".",".","1",".","1",".",".",".","1","1",".",".",".",".","0",".","1",".",".","1","1","1","1",".",".",".",".","1","1",".",".",".","1",".",".",".",".",".",".",".",".",".","1",".",".",".","1",".",".","1",".",".",".","1",".",".","1",".",".","1","1","1",".","1",".","1",".",".","1","1","1",".","1","1","."
"9t2banMNxLY6GTCyvX2PdcnuoC73","Ub8np2f59ygAbLk9ZQBh","7","1",".",".",".",".","1","1",".","0","0",".",".","1","1",".","0",".",".",".",".",".",".","1","0","0",".",".",".",".","0",".",".","1",".","1",".",".","1",".",".",".",".","1","1",".",".",".",".",".","1","1","1",".",".",".",".",".",".","1","0",".",".",".","1","0",".","0",".",".",".","1",".",".",".","1","1","1","0",".",".","."
"MDct1aBbrXYyNXlD2X4u6PlI0ya2","1t15g5pLR5XzWtY8fxlG","5",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".",".",".",".",".",".",".",".","1",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","0",".",".","1"
"SiHployIqNVGr2CYviyvcwA7UvM2","2QHd7dyzjhArm7rHLZmM","7",".","1",".","1",".",".",".","1",".",".","1",".","1","0",".","1","1",".","1",".",".",".",".",".",".","1",".",".",".","1",".",".","1","0",".",".","1",".",".","0",".",".",".","0",".",".",".",".","1",".",".","1",".",".","0",".","0","1","1","0",".",".","1",".","1",".",".",".",".","0",".","0",".",".",".","1",".",".",".",".","."
"5q7bHrL15cUpMbYXU2bYN101unt1","8HjaDY1yWY9SAfTcGaT6","4",".","0","0",".",".",".",".","1","0",".",".","1","1","0","1",".",".",".","0",".","1",".",".",".",".","1","0",".",".","0",".",".",".",".",".","1",".",".",".","0",".",".","1","1",".",".",".",".",".","0","1","1",".",".",".",".","0","0","0","0",".",".","0","0","0",".",".",".",".",".",".",".",".","1",".","1",".",".","0",".","."
"p2DbiE21GOdo3wHN6GW5bhGaZ4q1","azL3KjtQIXqKE4imbQPS","9","1",".",".",".",".",".","0",".",".",".",".",".","0",".",".",".",".",".",".","1",".",".","0","0","0",".","0","0",".",".",".",".","1",".","0","1",".",".","1",".","1",".",".",".",".","1",".","0","1",".",".",".","1",".","1","0",".","0","1","1","1",".","1",".",".",".","1",".",".",".","1",".",".",".",".",".","0","1",".",".","1"
"sZESCyHwUdei15oI6aJeJFmRTQt1","a5XsEsKURR8HJeAMSumu","6",".",".",".",".","0",".",".","0","1",".",".",".",".",".",".",".","0",".",".",".",".",".",".","1","0","0",".",".","1",".",".","1","0","0",".",".",".",".","0",".",".","1","0",".",".",".",".",".","0","0","0",".","0","0",".",".","0",".",".","0",".",".",".","0","1",".",".",".","0","0","1","0","1",".",".",".",".","0","0",".","."
"Ujz5SHMZKGUgvk7A5PyZA7J3HYc2","8WiLxqufDUwLaLlDQoiM","3",".",".",".","0",".",".",".","0",".",".",".",".",".","0",".","0",".",".",".",".","0",".","0",".",".",".",".","0","0",".","0",".",".","0",".","0","0","0",".","0",".","0",".",".","1",".",".","0","0",".",".",".","0",".",".",".","0",".","1",".",".",".",".","0",".",".","0",".",".","0","0",".","0","0","0","0",".",".",".","0","."
